Feature,Importance
vol,0.13827542756738684
rch,0.1375798127856452
eor,0.1375734840289913
geo,0.1375734840289913
ges,0.1375734840289913
mad,0.1373914995705798
ads,0.1373914995705798
pr,0.13736774490482706
aks,0.1371391390330711
eeg,0.1361736230734986
aca,0.1356294196080189
vcı,0.1356200843415674
vc,0.1356200843415674
avc,0.1356200843415674
dl,0.13528744780570406
oop,0.13518269542046438
ils,0.13509085384502129
bod,0.13509085384502129
dil,0.13509085384502129
erc,0.13483301452251353
rae,0.13462640578082688
nia,0.1344467739723739
iau,0.1344467739723739
ele,0.13431474748150288
lie,0.13402499677413024
maa,0.1338713809017267
yes,0.1335521983629503
ain,0.1335449762306209
üß,0.13324661740624194
süß,0.13324661740624194
aw,0.13312012526905911
pma,0.1329502945068038
opm,0.1329502945068038
pm,0.1329502945068038
uma,0.1328747904017595
fil,0.1327638629921259
rza,0.1323740407754758
spa,0.1323740407754758
ndo,0.13205721739477885
rro,0.13198947377665765
knu,0.13169348702829609
uds,0.13169348702829609
nud,0.13169348702829609
rb,0.13108398739864446
tal,0.13106985092967277
ł,0.13098223103072706
rre,0.1301027155831469
aft,0.12998841414551401
taf,0.12998841414551401
klo,0.1295228607965662
aij,0.12929141127489674
sna,0.12929141127489674
heu,0.12926217479691438
sm,0.12925981464152306
