Feature,Importance
hm,0.12903349573266323
rdt,0.12902666868752563
huc,0.12902666868752563
and,0.12897903002557526
orl,0.1284301769931916
ör,0.12820809812032594
oed,0.1279658437667799
iz,0.12789092895693552
bja,0.12778057715329474
jar,0.12778057715329474
uf,0.1276153575197092
cot,0.12759532699058715
rit,0.12753559507817921
tza,0.12753559507817921
bös,0.12705074714228085
ös,0.12705074714228085
ösc,0.12705074714228085
m,0.12688707040817596
sme,0.12685924052293446
ask,0.12661298357098655
jew,0.12658530739467916
nge,0.126439647595362
fer,0.12643495418635725
anr,0.12590880338877497
ecl,0.12572889871984733
lec,0.12572889871984733
oet,0.12510413810359172
tto,0.12488967984437492
rz,0.12478130282314627
kay,0.12458780271305848
aya,0.12458780271305848
zui,0.12451816970853834
uid,0.12451816970853834
ovi,0.12440224550311488
lho,0.12384504248649049
lh,0.12384504248649049
elh,0.12384504248649049
ct,0.12384150591199855
cto,0.12384150591199855
ict,0.12384150591199855
ark,0.12370739376345818
lso,0.12337624162431174
fl,0.12301657814118191
nik,0.12273394511041093
jse,0.12273394511041093
laj,0.12273394511041093
anc,0.12260500944061371
nus,0.12247877268175356
ssb,0.12247877268175356
sb,0.12247877268175356
sba,0.12247877268175356
sc,0.12180118006626532
nol,0.12160904523726018
rl,0.1212672344523282
rkx,0.12109115642186064
dak,0.12107138046289972
akç,0.12107138046289972
çı,0.12107138046289972
kçı,0.12107138046289972
als,0.12048783500138609
oli,0.12026531223779144
evo,0.11992133547301903
dev,0.11992133547301903
jac,0.11990103074833361
jal,0.1194446979952182
rni,0.11941467332180537
iga,0.11941467332180537
ein,0.11914904806574834
zm,0.11889089040856758
vl,0.11821498122668879
lmb,0.11814502742544458
ave,0.11811933428835153
nc,0.11759192621638079
pas,0.11649870763559143
aga,0.11582594526835287
see,0.11581529364676184
pit,0.11567634111563664
zn,0.11567634111563664
tzn,0.11567634111563664
zna,0.11567634111563664
rle,0.11564047826768545
aq,0.115301165184898
qui,0.115301165184898
ila,0.115301165184898
aqu,0.115301165184898
rba,0.11498131018962254
urb,0.11498131018962254
igh,0.11484874290165399
eck,0.11483243536301452
arr,0.11472732508379803
ina,0.11423257650509375
ead,0.11404400974376552
si,0.11395438449531717
nda,0.11383355700035067
é,0.11361337510789093
jor,0.1133354012619332
hjo,0.1133354012619332
hj,0.1133354012619332
eet,0.11311342948161063
lb,0.11280008228043747
wr,0.1125660906282147
its,0.11246933421123448
hol,0.11237243377761805
bus,0.11218239643993438
it,0.11207841464367606
erd,0.11120456910429578
pon,0.11115181053698946
ipo,0.11115181053698946
vip,0.11115181053698946
epi,0.1108644819701208
pik,0.1108644819701208
lep,0.1108644819701208
nai,0.11072147581749986
pär,0.11060906347319992
är,0.11060906347319992
ärn,0.11060906347319992
pä,0.11060906347319992
led,0.11048459054069919
aan,0.110328184444157
 v,0.11025756828365733
ima,0.11000509538493859
tim,0.11000509538493859
n a,0.10987883287775015
 a,0.10987883287775015
øll,0.10959179006208755
møl,0.10959179006208755
øl,0.10959179006208755
mø,0.10959179006208755
mos,0.10955451209563488
eto,0.10955173769687002
ir,0.10941568316879001
lff,0.10921848809872119
orc,0.1082559957300945
ñ,0.10821566278132273
tin,0.10794933257845918
hu,0.10771027060127546
con,0.10759362897009338
rlu,0.10759362897009338
usc,0.10759362897009338
rie,0.10753552780474912
jke,0.10721063511623448
pij,0.10721063511623448
rak,0.10716082257515384
omi,0.1069148144689569
mij,0.1069148144689569
cli,0.10690779773491858
rvl,0.1069011826769429
vlo,0.1069011826769429
lma,0.10649554564312597
uwm,0.10637458168931437
wme,0.10637458168931437
ık,0.10618435360518325
lık,0.10618435360518325
lı,0.10618435360518325
alı,0.10618435360518325
pro,0.10616022476956426
nza,0.10616022476956426
rov,0.10616022476956426
uij,0.10585388459408686
sim,0.10578667579304264
dst,0.1056499842033853
met,0.10528150507095613
ico,0.10512270133479244
aer,0.1050192486804225
iec,0.10495015988236721
bei,0.10477596741166122
siu,0.10414274798276182
iuk,0.10414274798276182
asi,0.10414274798276182
tas,0.10414274798276182
ner,0.10408584764189747
etc,0.1038785147863403
ple,0.1038785147863403
nho,0.10348668810692083
 k,0.10293139235448133
d,0.10287361231307052
gol,0.10270125081636225
rgo,0.10261357320251678
ont,0.10255938195900212
cor,0.10232561814258113
ss,0.10232201331852502
rto,0.10223728632271988
kro,0.10179865462198787
sz,0.10168684954739564
urr,0.10164848907649267
rm,0.10134720488956404
lu,0.1010243486338183
cov,0.10093489675809798
ons,0.1005498806661394
alo,0.10027072729379176
omo,0.10027072729379176
ixo,0.09991607849825573
xon,0.09991607849825573
xo,0.09991607849825573
nix,0.09991607849825573
ght,0.09986829012609984
wie,0.0996650539406926
ran,0.09962878011239659
ars,0.0994565983249531
ser,0.09893026364398246
glu,0.09889457334523927
rgl,0.09889457334523927
bai,0.09884361749804081
örk,0.09881629027048604
rkm,0.09881629027048604
bjö,0.09881629027048604
jör,0.09881629027048604
jö,0.09881629027048604
cso,0.09863507681329656
cs,0.09863507681329656
ics,0.09863507681329656
rai,0.09859144262713074
ond,0.0984896738244288
lio,0.09791030349381556
iot,0.09791030349381556
her,0.09772823301082008
ene,0.097465566423027
kso,0.09745217133684872
soy,0.09745217133684872
mgr,0.09736104239075379
lmg,0.09736104239075379
ndq,0.09723102861571091
dq,0.09723102861571091
dqv,0.09723102861571091
air,0.09711484233383268
dai,0.09711484233383268
lon,0.09704099550391398
gn,0.0965378270659799
gne,0.0965378270659799
hil,0.09652848801301729
b,0.09651703835466947
cee,0.09636301649651996
mor,0.09577802904842435
ñez,0.09556334975823141
úñ,0.09556334975823141
úñe,0.09556334975823141
núñ,0.09556334975823141
ñe,0.09556334975823141
nú,0.09556334975823141
ú,0.09556334975823141
thu,0.09548914726377032
lth,0.09548914726377032
uis,0.09548914726377032
cio,0.09546820763519227
sci,0.09546820763519227
ayn,0.09529694966986313
yne,0.09529694966986313
hay,0.09529694966986313
ac,0.09528906231849844
lau,0.09491190929387124
jos,0.09475012907068321
sep,0.09475012907068321
eph,0.09475012907068321
nic,0.09472879165646143
tte,0.09440291069683583
ldo,0.09430591551969635
poi,0.09418753663843087
á,0.09407145617071712
wo,0.0939358302376371
dle,0.09393269183202525
nbe,0.0938818093695241
obi,0.09380194465744794
e v,0.09305716595703359
kow,0.09305411965975857
ute,0.09291623973085845
ron,0.09289699241183158
gie,0.0927294740446937
rta,0.09261979101636963
ffe,0.09245680629694528
nei,0.09200499227009176
rad,0.09189867211175048
pan,0.09189353824839198
rka,0.09174076019742915
roe,0.09150893459025097
die,0.09146875492122909
hel,0.0906903448347129
eum,0.09049822922809263
ewe,0.09028748149441206
hir,0.09023427943006984
esh,0.09023427943006984
ire,0.09023427943006984
shi,0.09023427943006984
ith,0.0900967291203873
ilk,0.08979422756886203
lay,0.08971134395200157
jp,0.08891974067452443
jpe,0.08891974067452443
ijp,0.08891974067452443
nh,0.08879078418200087
zk,0.08843826240729158
rno,0.08823138715176995
til,0.08820133940954737
cip,0.08816007314862975
ipr,0.08816007314862975
ian,0.08816007314862975
t,0.0880492439729651
alm,0.08790662363309502
mał,0.08782153240558055
ał,0.08782153240558055
ły,0.08782153240558055
ały,0.08782153240558055
abe,0.0875715165035235
asa,0.08756311318327968
sad,0.08756311318327968
äf,0.08720132743145478
häf,0.08720132743145478
äfe,0.08720132743145478
chä,0.08720132743145478
sko,0.08692614506481897
twi,0.08685680052057855
pso,0.08644260685103838
mps,0.08644260685103838
now,0.08586452570628139
åka,0.08584176910258552
åk,0.08584176910258552
håk,0.08584176910258552
hå,0.08584176910258552
cza,0.085808031159194
zak,0.085808031159194
ekk,0.08542265523120039
dek,0.08542265523120039
u,0.0850816537853107
our,0.08491883742882891
lkn,0.08464981543532013
ulk,0.08464981543532013
fau,0.08464981543532013
nev,0.08460416504719828
äg,0.08454330902309667
wes,0.08419625628530376
zi,0.08416213800435839
wó,0.08383117391748084
zie,0.0833461733145495
eel,0.08285293123456525
öh,0.08265616616390485
böh,0.08265616616390485
hme,0.08265616616390485
öhm,0.08265616616390485
liv,0.08257204265466128
uws,0.08247185296377971
wse,0.08247185296377971
gil,0.08241646956709849
ilb,0.08241646956709849
uad,0.08148696824366791
gua,0.08148696824366791
ua,0.08148696824366791
değ,0.08133593015777439
eği,0.08133593015777439
nci,0.08133593015777439
eğ,0.08133593015777439
enc,0.08133593015777439
ğir,0.08133593015777439
ğ,0.08133593015777439
ği,0.08133593015777439
dde,0.081298495199836
kun,0.0812746977209761
ufe,0.08097692945409206
euf,0.08097692945409206
eau,0.08074034098716161
zee,0.08061723995697015
thä,0.08054418664423185
äl,0.08054418664423185
häl,0.08054418664423185
älm,0.08054418664423185
gk,0.0800210256656812
ngk,0.0800210256656812
zyk,0.07990003187662705
zy,0.07990003187662705
czy,0.07990003187662705
yn,0.07983977967962147
kie,0.07974140294003675
wen,0.07968968376259762
eub,0.07959150129688346
vri,0.07950159485586412
daa,0.07928170182258694
tw,0.07914561685148727
 g,0.07903102948412652
e g,0.07903102948412652
 gr,0.07903102948412652
yon,0.07863967822506707
uzu,0.0785710772000314
zun,0.0785710772000314
rcq,0.07847275313089297
cq,0.07847275313089297
ias,0.07842834513420044
stu,0.07842834513420044
uri,0.07842834513420044
tur,0.07842834513420044
lzk,0.07837619631275686
zkn,0.07837619631275686
olz,0.07837619631275686
ech,0.07837619631275686
nec,0.07837619631275686
íe,0.07831259632851362
dí,0.07831259632851362
íez,0.07831259632851362
díe,0.07831259632851362
ér,0.0780113731246586
éro,0.0780113731246586
gér,0.0780113731246586
gé,0.0780113731246586
küç,0.07798380188211967
kü,0.07798380188211967
üç,0.07798380188211967
çük,0.07798380188211967
ük,0.07798380188211967
üçü,0.07798380188211967
çü,0.07798380188211967
hot,0.07791727799818081
ck,0.07785590137530712
rzm,0.07783938547463193
kur,0.07783938547463193
zma,0.07783938547463193
urz,0.07783938547463193
cui,0.07782033433005432
ar,0.07710986681576024
aza,0.07675340137187851
pla,0.07675340137187851
az,0.07675340137187851
laz,0.07675340137187851
n o,0.0765892617997621
 o,0.0765892617997621
nck,0.07632284693354155
onc,0.07632284693354155
mea,0.0762930645865438
dow,0.0762930645865438
ha,0.07596102105606517
mc,0.07550011161894288
mcz,0.07550011161894288
une,0.07510006669458295
rn,0.07509808937907779
nso,0.07497583551049745
fm,0.07472861268098074
ofm,0.07472861268098074
fme,0.07472861268098074
e k,0.07416302888174306
ut,0.07412375347543056
co,0.07397287905124546
iu,0.07383402706195182
eid,0.07382406954467371
ój,0.0737691078229462
jci,0.0737691078229462
ójc,0.0737691078229462
wój,0.0737691078229462
jc,0.0737691078229462
cik,0.0737691078229462
erb,0.0731743352887594
pow,0.07309844749667974
owe,0.07309844749667974
fj,0.07273942313123706
afj,0.07273942313123706
fje,0.07273942313123706
le,0.07262502263743707
orn,0.07214728500001283
mir,0.07189522353272584
uez,0.07185894421971464
eva,0.07108005546256942
lev,0.07108005546256942
enh,0.07091317912171258
rà,0.07074120800855599
sca,0.07074120800855599
rrà,0.07074120800855599
à,0.07074120800855599
nze,0.0698006589605814
kse,0.06965957767141616
rmi,0.06910076411470152
fir,0.06910076411470152
bba,0.06876114782215466
isl,0.06845324854822318
top,0.06811499488784645
bou,0.06809417232610274
edl,0.06807635754408715
far,0.06766169758956886
jns,0.06724510996522631
lyo,0.06699953569462448
ogt,0.06697939865469307
gtr,0.06697939865469307
 og,0.06697939865469307
ear,0.06684061099313884
rso,0.06684061099313884
pea,0.06684061099313884
koe,0.06677265743224495
utk,0.06621608743819801
wm,0.06512755022740807
don,0.06490843254425471
ery,0.06477655433364751
 d,0.064650424866262
n d,0.064650424866262
wol,0.06457669765157675
rgq,0.06441329006609335
gqv,0.06441329006609335
gq,0.06441329006609335
icz,0.0643822713234261
lfe,0.0642080228659109
vig,0.06395038199869983
eda,0.06387747130046337
mse,0.06386595800338463
gui,0.06371529261587687
era,0.06371529261587687
rou,0.06366171909014783
hlm,0.06288803713774954
ekç,0.06284349357231124
ekm,0.06284349357231124
kme,0.06284349357231124
çi,0.06284349357231124
mek,0.06284349357231124
kçi,0.06284349357231124
fss,0.0628305135915815
umg,0.06276651617920383
bum,0.06276651617920383
mga,0.06276651617920383
ato,0.06262489365892704
dui,0.06262111788154053
rdu,0.06262111788154053
tu,0.06253915463047327
vet,0.06202518764054814
auv,0.06202518764054814
lki,0.06198185179269861
ezu,0.06189705182699785
bez,0.06189705182699785
rv,0.061752466390789545
ona,0.06158233891913012
 m,0.061576145166248084
ieb,0.06155478772727067
wc,0.06123518266574908
wcz,0.06123518266574908
lla,0.06122815668517716
uve,0.06089340253881208
uv,0.06089340253881208
pez,0.06066878111880908
lop,0.06066878111880908
rye,0.0605704148770864
 mi,0.06051932740505487
n m,0.06051932740505487
rób,0.0605095090864717
ób,0.0605095090864717
ró,0.0605095090864717
óbe,0.0605095090864717
wró,0.0605095090864717
tro,0.0604437707479992
str,0.06032213279705246
ija,0.060204451901374474
oij,0.060204451901374474
ve,0.06005872084622063
 ko,0.05996158980502685
koc,0.05996158980502685
nek,0.05974767901534572
oir,0.05942245933563525
bee,0.059125411392406894
bse,0.05894715113558917
lo,0.058821583172570954
gor,0.05846669310278456
bel,0.058177843768436044
eth,0.057922778026056596
 b,0.05778054508790381
 h,0.05772942539984191
ael,0.057614548995905374
dae,0.057614548995905374
ree,0.05754508688958205
nba,0.05751913912923528
bay,0.0574050846070868
kan,0.05707340562984716
tze,0.05694991356339297
omc,0.05683526240806481
tom,0.05683526240806481
roi,0.056499138533490395
uls,0.056493643674291806
oye,0.05611888366413534
roy,0.05611888366413534
yor,0.056100525600144086
ryo,0.056100525600144086
pry,0.056100525600144086
nno,0.055901856114159994
lud,0.05579290567709214
ace,0.055762657450025996
lm,0.055710414872798514
khe,0.05560227621423243
nkh,0.05560227621423243
din,0.05554711221232797
uwi,0.05537676362220795
kri,0.05476873751131257
tof,0.05476873751131257
ds,0.054293383384336084
meo,0.054039090775958344
olo,0.054039090775958344
dah,0.05403403441965294
ade,0.05397239747096336
amp,0.05392780617446662
nad,0.05374747594051655
emb,0.053715683354118804
nur,0.053715683354118804
rem,0.053715683354118804
rbo,0.05360836823154606
ino,0.053435662367425495
eik,0.05321238125798784
ike,0.05321238125798784
áz,0.05301995123678136
zq,0.05301995123678136
elá,0.05301995123678136
zqu,0.05301995123678136
láz,0.05301995123678136
ázq,0.05301995123678136
lá,0.05301995123678136
que,0.05301995123678136
tar,0.05275698022830431
cre,0.052560186134463185
gr,0.05255491146544731
rig,0.0520565815417429
wri,0.0520565815417429
hwe,0.051795799033103204
wei,0.051795799033103204
kla,0.0517405130149931
ń,0.051731811653993556
zc,0.051731811653993556
zcz,0.051731811653993556
szc,0.051731811653993556
ańs,0.051731811653993556
ań,0.051731811653993556
epa,0.051731811653993556
zep,0.051731811653993556
ńs,0.051731811653993556
pań,0.051731811653993556
ńsk,0.051731811653993556
cze,0.051731811653993556
dal,0.051680060419430025
ff,0.051526269090707594
wij,0.05152350743680863
 r,0.051208617243211366
n r,0.051208617243211366
ici,0.050833332143633746
sol,0.0508154530483579
og,0.05027782698453744
lin,0.050181591424410164
ete,0.050161748352016415
sze,0.04995503789340209
ewc,0.04995503789340209
zew,0.04995503789340209
evr,0.04984019936763812
lai,0.049624049494278635
dw,0.04945425424857069
meu,0.049110279000587655
rdw,0.048780788615662915
lj,0.04870776947631233
lju,0.04870776947631233
ngb,0.04870776947631233
gbo,0.04870776947631233
col,0.04866456634762868
rvi,0.04864902458477313
nka,0.04862965282807585
 ro,0.04844173558158495
n w,0.04834781300684402
ägi,0.04806939889900263
mä,0.04806939889900263
mäg,0.04806939889900263
odw,0.04799597599739053
dwa,0.04799597599739053
nt,0.04796563856860693
ney,0.04796224016202825
kni,0.04781170858435686
öf,0.047706975283610814
fg,0.047706975283610814
fgr,0.047706975283610814
lö,0.047706975283610814
löf,0.047706975283610814
öfg,0.047706975283610814
oz,0.04768106955261013
tef,0.047381483586458516
eff,0.047381483586458516
nel,0.04725811097586658
gag,0.04718835697872502
eux,0.04718835697872502
agn,0.04718835697872502
ubb,0.04706450390469591
hub,0.04706450390469591
oco,0.046670701834754524
poc,0.046670701834754524
n,0.04664556955700068
duf,0.04663842806561717
fou,0.04663842806561717
ufo,0.04663842806561717
ord,0.04660711924023592
df,0.04660711924023592
dfo,0.04660711924023592
edf,0.04660711924023592
eie,0.04641191641049739
hma,0.046377329568758445
uhm,0.046377329568758445
aek,0.04607199688022256
zu,0.045947092508507
mbl,0.045762328991816904
ble,0.045762328991816904
sar,0.045420741480162855
śl,0.045420741480162855
ślu,0.045420741480162855
ś,0.045420741480162855
rsk,0.045420741480162855
ahn,0.0453699906843029
sob,0.045243578904436754
bó,0.045243578904436754
obó,0.045243578904436754
ból,0.045243578904436754
ól,0.045243578904436754
ede,0.04511665210622405
oss,0.045100387925815694
rsh,0.04507422872244581
sho,0.04507422872244581
hba,0.04488851233808097
hb,0.04488851233808097
thb,0.04488851233808097
sni,0.04481811005324213
nij,0.04481811005324213
daw,0.044774232915016456
uda,0.044774232915016456
aws,0.044774232915016456
rud,0.044774232915016456
n h,0.0446146079384369
hs,0.044529156095183944
ghs,0.044529156095183944
oug,0.044529156095183944
ugh,0.044529156095183944
aye,0.044517815128780745
oeb,0.04431536794886082
goe,0.04431536794886082
arg,0.043958761309214237
ohr,0.04387782607168964
loh,0.04387782607168964
hre,0.04387782607168964
ota,0.043844617430326686
not,0.043844617430326686
ün,0.043762758330208776
ünb,0.043762758330208776
grü,0.043762758330208776
rün,0.043762758330208776
rü,0.043762758330208776
ysk,0.04345421959520754
muy,0.04345421959520754
yt,0.04333672295345747
day,0.04333672295345747
yto,0.04333672295345747
ayt,0.04333672295345747
ld,0.04303028485647691
tun,0.043005962609313386
ndr,0.042844472350246805
ph,0.04282589777221199
auc,0.04245993162394996
ên,0.04245993162394996
hên,0.04245993162394996
êne,0.04245993162394996
chê,0.04245993162394996
ê,0.04245993162394996
bea,0.04245993162394996
hê,0.04245993162394996
år,0.04165293603796843
ård,0.04165293603796843
øs,0.04165293603796843
rgå,0.04165293603796843
går,0.04165293603796843
øst,0.04165293603796843
gå,0.04165293603796843
pee,0.04157012668422346
ela,0.04135525073475594
dlu,0.041354755973678915
hed,0.041354755973678915
raw,0.041312133320282884
tam,0.04127186365658594
 vr,0.04112240518510043
án,0.04105150493393579
zmá,0.04105150493393579
má,0.04105150493393579
uzm,0.04105150493393579
mán,0.04105150493393579
guz,0.04105150493393579
ijm,0.04091460312016281
jma,0.04091460312016281
jm,0.04091460312016281
owa,0.04087320051940911
ku,0.040776981033309345
rte,0.04019314905388304
 ve,0.040093471672237584
ant,0.039923961961082284
hae,0.03990047868893213
aen,0.03990047868893213
enr,0.03990047868893213
im,0.0398204215751282
ram,0.03905120661751527
abr,0.03901524882858855
nsi,0.03840390191870563
ddl,0.03834910749373516
rea,0.03828040936321167
da,0.03805528295597118
hle,0.03782819887233098
eh,0.037750945157221744
ehe,0.037750945157221744
wh,0.037750945157221744
hea,0.037750945157221744
teh,0.037750945157221744
ite,0.037750945157221744
whi,0.037750945157221744
hit,0.037750945157221744
wer,0.03772390439889531
teu,0.03765909968959761
mm,0.03748985014605689
ug,0.03748030013311781
ris,0.03741509323990451
cey,0.03730933522874395
iel,0.03718898607478873
row,0.03713848802622803
bb,0.037023567779055196
oev,0.03676752983334275
erh,0.03676752983334275
rho,0.03676752983334275
rh,0.03676752983334275
eig,0.03658431681288481
wä,0.03647391012409417
wäg,0.03647391012409417
ägn,0.03647391012409417
ase,0.03646240313095869
 da,0.03604478181289001
bac,0.035915275091904654
efe,0.035915275091904654
ief,0.035915275091904654
ata,0.03569490183272589
imé,0.035602001983232386
éne,0.035602001983232386
ji,0.035602001983232386
nez,0.035602001983232386
jim,0.035602001983232386
mén,0.035602001983232386
én,0.035602001983232386
mé,0.035602001983232386
nki,0.03540950257229684
ewi,0.03540950257229684
iew,0.03540950257229684
wic,0.03540950257229684
aur,0.0351725602912081
lbu,0.03507902619373688
een,0.034933123483422826
rij,0.034855001725478424
aff,0.03476458728893164
fin,0.03476458728893164
ffi,0.03476458728893164
opf,0.0343490238009557
pf,0.0343490238009557
fon,0.0342246016716471
tko,0.03412290966721993
eas,0.03405487911532172
aso,0.03405487911532172
new,0.03385820243134095
wpo,0.03385820243134095
wp,0.03385820243134095
ewp,0.03385820243134095
izz,0.03364264236633369
diz,0.03364264236633369
zzo,0.03364264236633369
zz,0.03364264236633369
zon,0.03364264236633369
zo,0.03364264236633369
one,0.03364264236633369
ien,0.03350597394691135
goz,0.033493139678592854
irv,0.033458196204130104
oum,0.03318371025900546
kou,0.03318371025900546
elb,0.03303596869410961
 am,0.0327473065467059
anh,0.03257350898520815
lts,0.03257350898520815
ikx,0.032567267056787585
bne,0.03226286176846922
bn,0.03226286176846922
ubn,0.03226286176846922
dau,0.03226286176846922
aub,0.03226286176846922
aun,0.03209410408526962
itk,0.032093177770978074
e b,0.032046174638595014
mst,0.03152319464524577
wis,0.031480036898370575
the,0.031119360996698757
bur,0.031060685715290005
udw,0.031003539398662436
wig,0.031003539398662436
ura,0.030031988547935914
żu,0.030031988547935914
żur,0.030031988547935914
rio,0.029898750644020814
iol,0.029898750644020814
rri,0.029898750644020814
dic,0.029810769921131464
ch,0.02964329714989441
n l,0.02915191987571245
wni,0.02897276875112924
wn,0.02897276875112924
ław,0.02897276875112924
awn,0.02897276875112924
ła,0.02897276875112924
udl,0.02886198276788186
 ho,0.02884750452633219
n k,0.02876836347273838
 ka,0.02876836347273838
ys,0.02876402364325119
 s,0.028643654454317994
ag,0.028253181468002875
dss,0.027993540368770914
lkv,0.02781237577616344
kvi,0.02781237577616344
kv,0.02781237577616344
pil,0.02781237577616344
gb,0.027758246114988155
oin,0.026960947609164208
apo,0.026960947609164208
lap,0.026960947609164208
cat,0.026782539034748212
fie,0.026721601570408232
igo,0.02628545575710923
ews,0.02623575980573246
maj,0.02623575980573246
aje,0.02623575980573246
 sm,0.026148122943107595
e s,0.026148122943107595
 al,0.02601110321873929
swo,0.025440301211317944
esw,0.025440301211317944
rth,0.025440301211317944
wor,0.025440301211317944
cle,0.025314232777794005
gir,0.025009841551343705
rar,0.025009841551343705
for,0.024929188466603837
igs,0.02478936627842973
gse,0.02478936627842973
udv,0.02478936627842973
dvi,0.02478936627842973
cha,0.024785604544035635
amu,0.024682034536677045
uel,0.024682034536677045
mue,0.024682034536677045
hri,0.024336013992890607
jne,0.024336013992890607
nem,0.024336013992890607
lly,0.02415205290789339
eba,0.02412466317971832
reb,0.02412466317971832
urc,0.02405733098570072
lar,0.023811679987312637
dov,0.023467348745016974
rdo,0.023467348745016974
urg,0.023411505315181956
bek,0.022847746096776728
chl,0.022847746096776728
n b,0.022820931315160747
do,0.022593255287611674
yo,0.022539152624922995
noc,0.022524198028669774
inn,0.022524198028669774
oce,0.022524198028669774
cen,0.022524198028669774
rdi,0.02190446984599433
ard,0.02189352758114785
ate,0.021696643917458673
fei,0.02160386403733061
tı,0.021582191016259085
rcı,0.021582191016259085
ırc,0.021582191016259085
kat,0.021582191016259085
ır,0.021582191016259085
atı,0.021582191016259085
tır,0.021582191016259085
man,0.02142027256693043
can,0.021245675064044782
n c,0.021245675064044782
 ca,0.021245675064044782
 br,0.02113140275271011
 de,0.020980132780221594
egb,0.020949523361324187
 we,0.020949523361324187
gbe,0.020949523361324187
pay,0.020880145333037947
ro,0.020677474214282426
kir,0.020468306739268336
żbi,0.020087741369371394
bik,0.020087741369371394
żb,0.020087741369371394
uns,0.019828871845335844
bun,0.019828871845335844
lst,0.019673417743052157
 as,0.019671206843518804
tss,0.019527714344642372
una,0.019384085285019576
naj,0.019384085285019576
jsk,0.019384085285019576
lig,0.01937046488269964
gl,0.019308669078389407
dwe,0.019235527468180663
cal,0.019235527468180663
ldw,0.019235527468180663
tr,0.01922414496046124
eri,0.019216927773531598
e,0.0189491784799755
p,0.018937174548363966
gue,0.018838992982933334
ígu,0.018838992982933334
íg,0.018838992982933334
emc,0.01866484921087807
iem,0.01866484921087807
aai,0.018569935457396908
naa,0.018569935457396908
lac,0.018453322221281966
jak,0.018294590103622856
 ha,0.018266655764579868
taw,0.018060990282630543
awa,0.018060990282630543
tta,0.018060990282630543
way,0.018060990282630543
dwi,0.017777249217000433
 vo,0.017727892876573323
yst,0.017584251174333525
nys,0.017584251174333525
ny,0.017584251174333525
ipe,0.017330151868586063
rg,0.017172254192705447
rec,0.01661545631464835
cka,0.01661545631464835
 bu,0.015944744644875226
joo,0.015670757514382624
pur,0.015201820669418315
cel,0.015201820669418315
rce,0.015201820669418315
ids,0.015190828380642972
vid,0.015190828380642972
iry,0.015087548097665233
tir,0.015087548097665233
aki,0.015087548097665233
rya,0.015087548097665233
yak,0.015087548097665233
ghl,0.014980452775554218
tti,0.014928784452600503
rat,0.014928784452600503
hö,0.014695903924919934
örn,0.014695903924919934
wör,0.014695903924919934
wö,0.014695903924919934
hör,0.014695903924919934
rnh,0.014695903924919934
nhö,0.014695903924919934
den,0.014516557588818906
 kl,0.014201439076716074
koz,0.014187929874017293
ło,0.014187929874017293
zło,0.014187929874017293
łow,0.014187929874017293
ozł,0.014187929874017293
zł,0.014187929874017293
 bo,0.013935765914507217
sti,0.013780182313303425
ago,0.013780182313303425
er ,0.013420076170400504
r ,0.013420076170400504
mpu,0.013369224298839738
af,0.012982548819081938
rma,0.012888857303576029
lav,0.01287555996316076
avi,0.01287555996316076
ign,0.01287555996316076
rds,0.012802711988127918
ñí,0.012652313023091328
ñíg,0.012652313023091328
iñí,0.012652313023091328
iñ,0.012652313023091328
fo,0.012515362072633701
n v,0.012508459113084156
 an,0.012434005964901334
adr,0.012430723478233822
iaa,0.012430723478233822
e h,0.012143743087355045
jl,0.01190055043792922
ijl,0.01190055043792922
jla,0.01190055043792922
cro,0.011763936501437073
wl,0.011763936501437073
wle,0.011763936501437073
owl,0.011763936501437073
gst,0.011667520878554969
rgs,0.011667520878554969
bru,0.011404926212922415
 vl,0.011313798549745917
vli,0.011313798549745917
awc,0.011280144772346977
ule,0.01114428812203438
uti,0.01104123267400409
 he,0.010615265108929815
mei,0.010610913232696483
lme,0.010578242630122607
lee,0.010497964406133847
asc,0.010379829462411914
woj,0.010062066094534665
ewó,0.010062066094534665
dz,0.010062066094534665
ódz,0.010062066094534665
ód,0.010062066094534665
dzk,0.010062066094534665
wód,0.010062066094534665
oje,0.010062066094534665
zki,0.010062066094534665
ats,0.010048814116176268
ah,0.009807807984505937
otm,0.009786010135865072
slo,0.009786010135865072
loo,0.009786010135865072
ure,0.009647234380101602
jnd,0.009484537095538727
aat,0.009478900228466097
 to,0.009036814242678215
 t,0.009036814242678215
n t,0.009036814242678215
rac,0.008912362797977632
acı,0.008912362797977632
alp,0.008863864274359754
lph,0.008863864274359754
hur,0.008855510316282391
sem,0.008566809498423839
pic,0.008019071965425636
llo,0.008019071965425636
icc,0.008019071965425636
cc,0.008019071965425636
cir,0.008019071965425636
cci,0.008019071965425636
nar,0.007834862978613622
eon,0.007834862978613622
leo,0.007834862978613622
irs,0.0078041296936313675
 oi,0.0078041296936313675
teb,0.007747515533535127
bar,0.007737357107396462
twe,0.007711183669091322
erp,0.007711183669091322
ntw,0.007711183669091322
ugg,0.00704885596206615
enu,0.00704885596206615
bug,0.00704885596206615
num,0.00704885596206615
 ag,0.006947507112676222
oll,0.006868002612168103
nbr,0.006733180834001055
oog,0.006733180834001055
dro,0.006733180834001055
oec,0.006733180834001055
 n,0.006485634335496947
n n,0.006485634335496947
 ni,0.006485634335496947
ern,0.0064602744255640426
puy,0.006459526746366355
adt,0.006336338204139497
dts,0.006336338204139497
aad,0.006336338204139497
ríg,0.00618667995984201
rí,0.00618667995984201
